"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GNL3",0.0143509268573509,0.289467692559473,0.375,0.3,1
"ELK3",0.0143744809254553,0.443455405959836,0.318,0.263,1
"PLD3",0.0145178339872971,-0.356387888139075,0.241,0.289,1
"TMED2",0.0145454783410575,0.294117144674226,0.436,0.378,1
"NPAS2",0.0146424011661165,-0.267477039609543,0.308,0.372,1
"SMURF2",0.0147086733997477,-0.308484929163097,0.276,0.33,1
"NAXE",0.0147824237514664,-0.325180733637806,0.31,0.365,1
"RALBP1",0.0148067279778317,0.305527851278634,0.497,0.421,1
"PPP6R3",0.0149867454063533,0.349943901460406,0.288,0.226,1
"FGD6",0.0151454900356999,-0.318599046844966,0.321,0.378,1
"TAF1D",0.015362484545135,0.327220761544626,0.398,0.339,1
"PKP4",0.0154553705702056,-0.279799503675134,0.279,0.337,1
"VRK2",0.0160209959269667,0.297594582373566,0.477,0.409,1
"MPC2",0.0161024272660178,-0.391841794933853,0.326,0.362,1
"MTLN",0.0162161785768879,0.311399448651088,0.438,0.384,1
"TMA16",0.0167525198340487,0.285351718857135,0.379,0.31,1
"BTG1",0.0169006789507344,0.297568869775457,0.44,0.373,1
"ALDH3A1",0.0170438250650623,-0.284741642677867,0.526,0.59,1
"TPD52",0.0171591381358682,0.260341452405534,0.427,0.356,1
"SNRPA",0.017230497178349,0.32571427878222,0.339,0.277,1
"MCFD2",0.0173711115350015,0.289579208958725,0.379,0.322,1
"PYURF",0.0175214217755967,0.365360679813908,0.307,0.243,1
"ZNF706",0.0176123064345799,0.270084093025834,0.491,0.432,1
"PHF19",0.0178281847656779,0.348437802581059,0.334,0.274,1
"CSKMT",0.0178808449474588,0.387994830430853,0.297,0.241,1
"FAM120A",0.0179938822713149,0.326018479776214,0.324,0.266,1
"LUC7L3",0.0182076069713771,0.271514314546584,0.547,0.486,1
"SH3D19",0.0182583096376187,-0.396405850483999,0.26,0.313,1
"OSTC",0.0182703691813974,0.325898873442334,0.25,0.192,1
"PPP1R12A",0.0183378701830094,0.384271220846197,0.34,0.283,1
"DNAJB1",0.0184879139393933,0.32487542848735,0.286,0.232,1
"ACP1",0.0186364436260423,-0.258026667442109,0.535,0.576,1
"CWC25",0.0186588152333585,0.364532469073996,0.272,0.214,1
"CTNND1",0.018757015866863,-0.394465815600532,0.257,0.31,1
"ATP2A2",0.0201669700620313,0.250904268947697,0.504,0.446,1
"GNG12",0.0204128659462908,0.296282328458666,0.298,0.24,1
"CYB5A",0.0204571669559133,-0.399436343942734,0.244,0.299,1
"SYNGR2",0.0206469779572376,-0.339908763856249,0.289,0.345,1
"TM4SF20",0.0207719473029687,-0.537356794818469,0.276,0.32,1
"DNAJC7",0.0211338212618296,0.306217811559074,0.382,0.333,1
"ABCC4",0.0219520707673256,-0.299142994661434,0.256,0.313,1
"SRGAP1",0.0221715805481186,-0.35069583786318,0.467,0.503,1
"EIF3B",0.0222426408689266,0.340575628282925,0.328,0.272,1
"DUXAP8",0.0226270301274295,-0.395885134578943,0.26,0.303,1
"CARHSP1",0.0227109696403585,-0.26437998315628,0.376,0.427,1
"STX8",0.0229167718066838,-0.30291021972939,0.346,0.387,1
"NUDCD3",0.023017434075044,0.323424931357037,0.286,0.223,1
"GLRX3",0.0238120921697831,0.398526618640624,0.265,0.211,1
"ARL3",0.0239139317422078,-0.251795157123802,0.391,0.45,1
"TTC1",0.0241201206600681,0.257471592665233,0.438,0.389,1
"ANKIB1",0.0243795084201359,0.399458054465573,0.283,0.228,1
"ARID1B",0.0246912112924069,-0.320805198648483,0.278,0.322,1
"BOD1L1",0.0249300442318334,0.375850094680353,0.269,0.214,1
"DDX42",0.0249383037462013,0.271099857900696,0.32,0.263,1
"SH3GLB1",0.0253854304509142,0.405021146293554,0.283,0.229,1
"RPF2",0.025396057765847,0.347660562434456,0.256,0.2,1
"UBE2V2",0.0254390174207854,0.320046078110403,0.265,0.214,1
"COMMD1",0.0258071083183119,-0.353044871949639,0.285,0.33,1
"MCM4",0.025846434408284,-0.392313509740072,0.254,0.296,1
"ILF2",0.026247252663614,0.379631801342809,0.307,0.252,1
"NF1",0.0263996078022234,-0.280153078379038,0.414,0.444,1
"PWP1",0.026449497187273,0.29064301395651,0.515,0.483,1
"PLK2",0.02646891552614,-0.267788111104311,0.326,0.379,1
"SINHCAF",0.0270947337907952,0.294586284714694,0.347,0.288,1
"TMEM205",0.027110064565005,-0.385382144221188,0.246,0.291,1
"HECTD1",0.0274329162280147,0.301997052201028,0.304,0.246,1
"PRPF4",0.0275962333539744,0.369036216849803,0.27,0.217,1
"RPTOR",0.0280025499949429,-0.328554131767603,0.205,0.252,1
"NRBP1",0.0282911985902702,0.278562709468088,0.438,0.376,1
"AC016747.1",0.028434629471567,0.267198827651195,0.289,0.232,1
"SMNDC1",0.0292461321800782,0.365777518324558,0.301,0.254,1
"C4orf3",0.0296388877559379,-0.351068861492613,0.323,0.362,1
"CEBPZOS",0.0296536035777194,0.285415985173728,0.401,0.345,1
"STK32C",0.0298811316506808,-0.321127546593112,0.253,0.303,1
"WSB1",0.0302494890541944,-0.414994863807756,0.209,0.254,1
"TAOK3",0.0305141922138488,-0.294012364311517,0.27,0.325,1
"STAG2",0.0306893610060961,-0.366404727895661,0.39,0.423,1
"EPC1",0.0315966116390032,0.269240132592898,0.288,0.235,1
"NECTIN2",0.0319130284853456,0.318887764734704,0.266,0.214,1
"REXO4",0.0319989935839409,0.280351495875044,0.324,0.272,1
"HNRNPH3",0.0331416922747445,0.260205901166524,0.474,0.423,1
"CCDC59",0.0342772267284237,0.251382784215346,0.358,0.305,1
"ARGLU1",0.0342891337191181,-0.260951581893177,0.358,0.398,1
"COPA",0.0345817202152291,0.304350628446689,0.318,0.26,1
"PKN2",0.0350285479100719,0.295128112777118,0.336,0.288,1
"DST",0.0351365224071472,-0.260164311138315,0.411,0.455,1
"SQLE",0.0356177194740241,0.312494269669951,0.36,0.302,1
"GSR",0.0357291983420628,0.329993508291492,0.311,0.263,1
"VMA21",0.0359624586065468,-0.295186410123302,0.333,0.368,1
"SAR1A",0.0361760874579295,0.34893728406375,0.25,0.204,1
"CDC42SE2",0.0366521639997344,0.363005643372763,0.254,0.207,1
"CGGBP1",0.0374593928419041,0.333047778581928,0.279,0.228,1
"CORO1C",0.0375263105829941,0.305318544944281,0.347,0.294,1
"SNW1",0.0376356687961082,0.251822114697047,0.424,0.379,1
"TLK2",0.0379362982598084,0.29811741030557,0.273,0.226,1
"PITPNA",0.038661282455921,0.256399255722228,0.259,0.206,1
"ATP1B3",0.0400650324452705,0.252721905569739,0.388,0.33,1
"ADAM9",0.040270080205125,0.293279822602357,0.326,0.277,1
"NDUFB3",0.0419465994274958,-0.265862486988267,0.291,0.339,1
"SUGT1",0.0420835352214327,0.300393892455339,0.275,0.22,1
"TFPI2",0.043034644675586,-0.288811297199643,0.263,0.311,1
"SNHG3",0.0432880009770268,0.313587175391908,0.307,0.26,1
"NIPBL",0.0440456036841557,0.402577993386687,0.272,0.223,1
"NAA50",0.0458141856703599,0.329209838828227,0.291,0.241,1
"CHMP4B",0.0466540266674688,0.329273731839999,0.275,0.228,1
"POLR2G",0.048824950579359,-0.275297493687171,0.371,0.415,1
"USP47",0.049326727683536,0.257782575440715,0.285,0.237,1
"RNF10",0.0494278096947653,0.268682034864955,0.279,0.231,1
"MRPS15",0.0512899221499828,-0.329398761301001,0.225,0.271,1
"TCP1",0.0520788613341662,0.311912094879117,0.346,0.302,1
"DCTN2",0.0527066417751304,0.317199227714248,0.279,0.234,1
"AFG3L2",0.0537356908122655,0.256597159644751,0.304,0.255,1
"TESC",0.054186858268285,-0.399129917996887,0.234,0.268,1
"C15orf61",0.0546336486916444,-0.290871642748704,0.267,0.311,1
"DDX10",0.0547217983849097,0.265389621819336,0.334,0.285,1
"METTL16",0.0547996626856686,-0.296159865615473,0.215,0.255,1
"EPS8",0.0553181572131812,-0.293176601704025,0.256,0.3,1
"CD59",0.0563970024303845,0.3273046069788,0.384,0.35,1
"GRIN2B",0.0567824488197563,-0.288449977633694,0.283,0.325,1
"DCTPP1",0.0577933721402152,-0.288479000235292,0.238,0.283,1
"UBE2B",0.0580679063018093,0.276352609504832,0.297,0.249,1
"HDAC8",0.059446856180885,-0.290785445824177,0.218,0.262,1
"WASF2",0.0610418943723377,0.290375330888873,0.263,0.215,1
"MPRIP",0.0624771552884073,0.313589728765895,0.464,0.427,1
"BCL2L1",0.0633437094446083,-0.35343192190957,0.235,0.274,1
"TMEM97",0.0679455552298576,-0.315675484292852,0.324,0.361,1
"PTRH2",0.068062527407369,0.274712056858833,0.385,0.339,1
"B4GALT1",0.0684619960241102,0.292262352156066,0.358,0.314,1
"DANCR",0.0698480298622059,-0.290526589296377,0.218,0.254,1
"NAA15",0.069889307041659,0.296955337840632,0.259,0.218,1
"TSPAN3",0.0716554798907141,0.297549702333163,0.278,0.231,1
"PARN",0.0717230628289072,0.292315042094738,0.278,0.232,1
"CADM1",0.072371751865258,0.270627416301844,0.269,0.224,1
"EGFR",0.0724563946623167,-0.297761770333069,0.397,0.426,1
"APP",0.073207808826563,-0.307919654563157,0.391,0.416,1
"CCDC88A",0.0743175298603975,0.317806481530264,0.299,0.255,1
"PUS7",0.074469709145586,0.294816655962011,0.257,0.214,1
"USP8",0.0756703663362702,0.359669847974618,0.288,0.254,1
"AGAP1",0.0787868844736043,-0.257021340918654,0.39,0.413,1
"NCBP3",0.0790689050436175,0.262450145966833,0.301,0.254,1
"DNM1",0.0803385487665222,0.280065371994176,0.289,0.245,1
"LAS1L",0.0811630307411478,0.264429303035311,0.251,0.211,1
"ACOT13",0.0823777236583897,-0.319348130485626,0.237,0.268,1
"AKAP12",0.0836295887138301,-0.324624272729087,0.422,0.443,1
"TUT4",0.0838403639966275,0.289300533445178,0.269,0.228,1
"CYP51A1",0.0841615576292066,0.261752444703848,0.279,0.238,1
"TNRC6B",0.0863492027740968,0.313502805101283,0.273,0.232,1
"RUVBL2",0.0873716665851194,0.262073510124059,0.299,0.259,1
"NCKAP1",0.0874165559198665,0.309457833646915,0.294,0.257,1
"THSD7A",0.0878913359928942,-0.303258592927322,0.301,0.336,1
"ELF2",0.0881881228274696,0.258557827075032,0.259,0.22,1
"IDH1",0.0882113924219085,0.277581824363878,0.276,0.235,1
"RBM47",0.0889705161420659,-0.25190351795249,0.349,0.381,1
"CCAR1",0.0903226559674763,0.251202398816453,0.359,0.319,1
"DOCK10",0.092779010656231,-0.296866869554514,0.305,0.342,1
"ENSA",0.0939471949976011,-0.259884488821637,0.247,0.283,1
"JUNB",0.0983605255849993,0.290785578310094,0.259,0.217,1
"FOXP1",0.0990498690984955,0.303886403357176,0.314,0.276,1
"MFAP1",0.100436400551413,0.263388597619126,0.253,0.212,1
"ATP6V1E1",0.10225818893101,-0.274668517066609,0.247,0.279,1
"WDR70",0.105254025445499,-0.313912656530726,0.238,0.271,1
"MYO1B",0.107466111980123,-0.259151901645281,0.339,0.373,1
"RAB14",0.111736523166865,0.262672881548222,0.314,0.274,1
"LINC01578",0.112524790395433,-0.273520564299505,0.235,0.265,1
"JUP",0.113435345536981,-0.270956673263455,0.285,0.314,1
"TANC2",0.115946387086826,0.329773409130718,0.343,0.302,1
"CLSPN",0.115985693606098,-0.320310473101304,0.247,0.274,1
"SCD",0.117169848821704,-0.30117760105879,0.27,0.296,1
"RBM42",0.118148805019701,0.27856987117421,0.275,0.238,1
"RTN3",0.122785870906952,0.287053637450425,0.294,0.265,1
"CTPS1",0.123421534606373,0.267733148696821,0.272,0.238,1
"ITGB1BP1",0.124424186019706,0.262801102908744,0.289,0.252,1
"NCBP2",0.125209113716361,0.256226135944028,0.278,0.238,1
"SEC31A",0.12629767521254,0.273643045433686,0.265,0.237,1
"RRM1",0.13180797348234,0.304665618577391,0.297,0.269,1
"RHEB",0.132022804488063,0.254634508329439,0.301,0.266,1
"GIGYF2",0.136388999719598,0.292777666953067,0.318,0.282,1
"DLL3",0.141067869442663,-0.252126417577409,0.23,0.259,1
"SNX17",0.170636467418732,-0.276320329635578,0.24,0.266,1
"MAGOH",0.180401073203901,0.267927228004138,0.262,0.235,1
"UBE2E2",0.185949215084606,-0.271717830064018,0.297,0.324,1
"MRPL34",0.214242806248246,-0.257579362535606,0.27,0.291,1
"TCIM",0.241182648496723,-0.264685971387586,0.246,0.269,1
"SKAP2",0.249442023862388,0.265104135866441,0.275,0.249,1
"LBH",0.286773314446972,0.285725126326658,0.423,0.398,1
"PPP1CB",0.334517563921619,0.250875092533707,0.273,0.251,1
